Name,Quantidade,DoseValor,Preço_limpo,Infos,Cluster,TipoPreco,TipoDose
Micofenolato De Sódio Laboratório Cristália,120.0,360.0,2282.26,Comprimido revestido,0,Alto,Alta
Micofenolato De Sódio Laboratório Cristália,250.0,360.0,4754.66,Comprimido revestido,0,,Alta
Montelucaste de Sódio Biolab,30.0,4.0,55.8,Comprimido mastigável,0,Baixo,Baixa
Montelucaste de Sódio Biolab,60.0,4.0,111.62,Comprimido mastigável,0,Médio,Baixa
Montelucaste de Sódio Biolab,30.0,5.0,55.8,Comprimido mastigável,0,Baixo,Baixa
Montelucaste de Sódio Biolab,60.0,5.0,111.62,Comprimido mastigável,0,Médio,Baixa
Montelucaste de Sódio Biolab,30.0,10.0,55.8,Comprimido mastigável,0,Baixo,Baixa
Montelucaste de Sódio Biolab,60.0,10.0,111.62,Comprimido mastigável,0,Médio,Baixa
Miebra,15.0,5.0,20.49,Comprimido revestido,0,Baixo,Baixa
Miebra,15.0,10.0,22.82,Comprimido revestido,0,Baixo,Baixa
Mirtazapina Globo Pharma,30.0,15.0,116.86,Comprimido orodispersível,0,Médio,Baixa
Mirtazapina Globo Pharma,30.0,30.0,233.85,Comprimido orodispersível,0,Médio,Baixa
Mounjaro,30.0,2.5,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,2.5,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,5.0,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,5.0,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,7.5,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,7.5,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,10.0,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,10.0,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,12.5,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,12.5,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,15.0,1895.53,Solução injetável,0,Alto,Baixa
Mounjaro,30.0,15.0,3791.07,Solução injetável,0,,Baixa
Mounjaro,30.0,25.0,3946.24,Solução injetável,0,,Baixa
Mounjaro,30.0,20.0,3881.33,Solução injetável,0,,Baixa
Mounjaro,30.0,30.0,93.98,Solução injetável,0,Baixo,Baixa
Mounjaro,30.0,20.0,93.98,Solução injetável,0,Baixo,Baixa
Mesilato De Doxazosina União Química,30.0,2.0,61.71,Comprimido,0,Baixo,Baixa
Mesilato De Doxazosina União Química,30.0,4.0,160.45,Comprimido,0,Médio,Baixa
Montelucaste de Sódio Cimed,30.0,4.0,84.19,Comprimido mastigável,0,Baixo,Baixa
Montelucaste de Sódio Cimed,30.0,5.0,84.19,Comprimido mastigável,0,Baixo,Baixa
Montelucaste de Sódio Cimed,30.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Multipiral,10.0,1000.0,93.98,Comprimido,0,Baixo,Alta
Multipiral,30.0,50.0,93.98,Solução oral,0,Baixo,Baixa
Malena HCT,30.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Malena HCT,70.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Malena HCT,70.0,20.0,93.98,Comprimido,0,Baixo,Baixa
Malena HCT,30.0,20.0,38.87,Comprimido,0,Baixo,Baixa
Malena HCT,10.0,20.0,12.93,Comprimido,0,Baixo,Baixa
Malena HCT,20.0,20.0,25.89,Comprimido,0,Baixo,Baixa
Malena HCT,60.0,20.0,93.98,Comprimido,0,Baixo,Baixa
Malena HCT,10.0,10.0,10.06,Comprimido,0,Baixo,Baixa
Malena HCT,20.0,10.0,20.14,Comprimido,0,Baixo,Baixa
Malena HCT,60.0,10.0,60.43,Comprimido,0,Baixo,Baixa
Micropil,21.0,0.075,30.29,Comprimido revestido,0,Baixo,Baixa
Micropil,63.0,0.075,85.5,Comprimido revestido,0,Baixo,Baixa
Mucotoss,30.0,50.0,40.88,Xarope,0,Baixo,Baixa
Mucotoss,30.0,20.0,93.98,Xarope,0,Baixo,Baixa
Molidon,30.0,10.0,26.71,Comprimido,0,Baixo,Baixa
Molidon,60.0,10.0,53.44,Comprimido,0,Baixo,Baixa
Micropil R21,28.0,0.075,93.98,Comprimido revestido,0,Baixo,Baixa
Micropil R21,21.0,0.06,42.73,Comprimido revestido,0,Baixo,Baixa
Mycafrem,1.0,50.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Mycafrem,10.0,50.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Mycafrem,1.0,100.0,93.98,Pó para solução injetável,0,Baixo,Média
Mycafrem,10.0,100.0,93.98,Pó para solução injetável,0,Baixo,Média
Melazte,5.0,5.0,292.52,Cápsula dura,0,Médio,Baixa
Melazte,5.0,20.0,1170.06,Cápsula dura,0,Alto,Baixa
Melazte,5.0,100.0,5977.94,Cápsula dura,0,,Média
Melazte,5.0,140.0,8258.48,Cápsula dura,0,,Média
Melazte,5.0,250.0,14518.01,Cápsula dura,0,,Alta
Mebendazol Suspensão Oral Teuto,30.0,20.0,6.79,Suspensão oral,0,Baixo,Baixa
Mebendazol Suspensão Oral Teuto,30.0,20.0,0.0,Suspensão oral,0,,Baixa
Mesilato de Lenvatinibe Adium,10.0,4.0,877.87,Cápsula dura,0,Alto,Baixa
Mesilato de Lenvatinibe Adium,20.0,4.0,1755.74,Cápsula dura,0,Alto,Baixa
Mesilato de Lenvatinibe Adium,30.0,4.0,2633.61,Cápsula,0,Alto,Baixa
Mesilato de Lenvatinibe Adium,10.0,10.0,2162.69,Cápsula dura,0,Alto,Baixa
Mesilato de Lenvatinibe Adium,20.0,10.0,4325.37,Cápsula dura,0,,Baixa
Mesilato de Lenvatinibe Adium,30.0,10.0,648.8,Cápsula dura,0,Alto,Baixa
Moz,5.0,5.0,219.78,Cápsula dura,0,Médio,Baixa
Maleato de Dexclorfeniramina + Betametasona Cifarma,30.0,0.4,15.16,Xarope,0,Baixo,Baixa
Maleato de Dexclorfeniramina + Betametasona Cifarma,20.0,2.0,12.01,Comprimido,0,Baixo,Baixa
Mucxol,30.0,6.0,22.33,Xarope,0,Baixo,Baixa
Mucxol,30.0,3.0,17.4,Xarope,0,Baixo,Baixa
Minoxidil Biosintética - Aché,30.0,50.0,134.47,Solução capilar,0,Médio,Baixa
Minoxidil Biosintética - Aché,30.0,50.0,93.98,Solução capilar,0,Baixo,Baixa
Môdulix,10.0,5.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,5.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,60.0,5.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,90.0,5.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,10.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,60.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,15.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,15.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,60.0,15.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,10.0,20.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,30.0,20.0,93.98,Comprimido revestido,0,Baixo,Baixa
Môdulix,60.0,20.0,93.98,Comprimido revestido,0,Baixo,Baixa
Mahan,10.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Mahan,30.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Mahan,60.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Mahan,200.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Mahan,500.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Monitum,28.0,30.0,93.98,Cápsula dura,0,Baixo,Baixa
Monitum,28.0,50.0,93.98,Cápsula dura,0,Baixo,Baixa
Monitum,28.0,70.0,93.98,Cápsula dura,0,Baixo,Média
Malato de Sunitinibe Sun Pharma,28.0,12.5,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Sun Pharma,30.0,12.5,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Sun Pharma,28.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Sun Pharma,30.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Sun Pharma,28.0,50.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,12.5,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,12.5,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,50.0,93.98,Cápsula dura,0,Baixo,Baixa
Malato de Sunitinibe Natcofarma do Brasil,28.0,50.0,93.98,Cápsula dura,0,Baixo,Baixa
Mesilato de Lenvatinibe Sun Pharma,30.0,4.0,93.98,Cápsula dura,0,Baixo,Baixa
Mesilato de Lenvatinibe Sun Pharma,30.0,10.0,93.98,Cápsula dura,0,Baixo,Baixa
Maleato de Fluvoxamina Biolab Genéricos,30.0,50.0,93.98,Comprimido revestido,0,Baixo,Baixa
Maleato de Fluvoxamina Biolab Genéricos,30.0,100.0,93.98,Comprimido revestido,0,Baixo,Média
Maleato de Fluvoxamina Biolab Genéricos,60.0,100.0,93.98,Comprimido revestido,0,Baixo,Média
Megapen,50.0,550000.0,93.98,Pó para solução injetável,0,Baixo,Alta
Megapen,50.0,5400000.0,93.98,Pó para solução injetável,0,Baixo,Alta
Mirabegrona Althaia,30.0,50.0,93.98,Comprimido revestido de liberação prolongada,0,Baixo,Baixa
Mirabegrona Althaia,60.0,50.0,93.98,Comprimido revestido de liberação prolongada,0,Baixo,Baixa
Mirabegrona Althaia,90.0,50.0,93.98,Comprimido revestido de liberação prolongada,0,Baixo,Baixa
Mirabegrona Althaia,10.0,50.0,93.98,Comprimido revestido de liberação prolongada,0,Baixo,Baixa
Mirabegrona Althaia,15.0,50.0,93.98,Comprimido revestido de liberação prolongada,0,Baixo,Baixa
Micafungina Sódica Accord Farma,1.0,50.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Micafungina Sódica Accord Farma,10.0,50.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Micafungina Sódica Accord Farma,1.0,100.0,93.98,Pó para solução injetável,0,Baixo,Média
Micafungina Sódica Accord Farma,10.0,100.0,93.98,Pó para solução injetável,0,Baixo,Média
Madun,5.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,7.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,10.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,70.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,100.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,100.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,300.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Madun,500.0,400.0,93.98,Comprimido revestido,0,Baixo,Alta
Micofenolato de Mofetila Camber Farmaceutica,10.0,500.0,93.98,Comprimido revestido,0,Baixo,Alta
Monolatan,30.0,50.0,93.98,Solução oftálmica (colírio),0,Baixo,Baixa
Minoxidil União Química,30.0,50.0,93.98,Solução capilar,0,Baixo,Baixa
Minoxidil União Química,30.0,50.0,93.98,Solução capilar,0,Baixo,Baixa
Mec 12,10.0,1000.0,93.98,Comprimido sublingual,0,Baixo,Alta
Mec 12,30.0,1000.0,93.98,Comprimido sublingual,0,Baixo,Alta
Manitol  20%,30.0,200.0,93.98,Solução injetável,0,Baixo,Média
Manitol  20%,30.0,200.0,704.6,Solução injetável,0,Alto,Média
Manitol  20%,30.0,200.0,93.98,Solução injetável,0,Baixo,Média
Nebilet,28.0,5.0,151.36,Comprimido,0,Médio,Baixa
Nebilet,56.0,5.0,302.75,Comprimido,0,Médio,Baixa
Nebilet,7.0,5.0,25.82,Comprimido,0,Baixo,Baixa
Nebilet,30.0,5.0,162.14,Comprimido,0,Médio,Baixa
Nebilet,60.0,5.0,324.35,Comprimido,0,Médio,Baixa
Nebilet,90.0,5.0,486.44,Comprimido,0,Médio,Baixa
Nexium,7.0,40.0,141.34,Comprimido revestido,0,Médio,Baixa
Nexium,28.0,20.0,237.81,Comprimido revestido,0,Médio,Baixa
Nexium,28.0,40.0,497.06,Comprimido revestido,0,Médio,Baixa
Nexium,14.0,40.0,248.52,Comprimido revestido,0,Médio,Baixa
Nexium,14.0,20.0,118.9,Comprimido revestido,0,Médio,Baixa
Nexium,7.0,20.0,65.06,Comprimido revestido,0,Baixo,Baixa
Nicorette,7.0,8.3,93.98,Adesivo transdérmico,0,Baixo,Baixa
Nicorette,7.0,16.6,93.98,Adesivo transdérmico,0,Baixo,Baixa
Nicorette,7.0,24.9,93.98,Adesivo transdérmico,0,Baixo,Baixa
Nicorette,60.0,4.0,93.98,Goma mastigável,0,Baixo,Baixa
Nicorette,30.0,2.0,93.98,Tablete mastigável,0,Baixo,Baixa
Nicorette,30.0,4.0,93.98,Tablete mastigável,0,Baixo,Baixa
Nicorette,30.0,2.0,93.98,Goma mastigável,0,Baixo,Baixa
Nutraplus,30.0,0.1,93.98,Loção dermatológica,0,Baixo,Baixa
Nutraplus,30.0,0.1,93.98,Creme dermatológico,0,Baixo,Baixa
Nutraplus,30.0,0.1,93.98,Loção dermatológica,0,Baixo,Baixa
Nolvadex-D,30.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Nolvadex-D,30.0,20.0,93.98,Comprimido,0,Baixo,Baixa
Naprix D,30.0,5.0,93.98,Cápsula,0,Baixo,Baixa
Naprix D,30.0,5.0,93.98,Cápsula,0,Baixo,Baixa
Naprix D,30.0,5.0,93.98,Cápsula dura,0,Baixo,Baixa
Naprix D,30.0,5.0,93.98,Cápsula dura,0,Baixo,Baixa
Naprix D,10.0,5.0,93.98,Cápsula dura,0,Baixo,Baixa
Novonorm,30.0,2.0,93.98,Comprimido,0,Baixo,Baixa
Novonorm,30.0,1.0,93.98,Comprimido,0,Baixo,Baixa
Novonorm,30.0,0.5,93.98,Comprimido,0,Baixo,Baixa
Navelbine Injetável,30.0,10.0,93.98,Solução injetável,0,Baixo,Baixa
Navelbine Injetável,30.0,10.0,93.98,Solução injetável,0,Baixo,Baixa
Neozine,20.0,25.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neozine,30.0,40.0,93.98,Solução oral (gotas),0,Baixo,Baixa
Neozine,20.0,100.0,93.98,Comprimido revestido,0,Baixo,Média
Nizoral,30.0,200.0,93.98,Comprimido,0,Baixo,Média
Nizoral,10.0,200.0,93.98,Comprimido,0,Baixo,Média
Nizoral,30.0,20.0,93.98,Creme dermatológico,0,Baixo,Baixa
Novacort,30.0,20.0,93.98,Creme dermatológico,0,Baixo,Baixa
Novacort,30.0,20.0,93.98,Creme dermatológico,0,Baixo,Baixa
Novacort,30.0,20.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Naldecon Noite,4.0,400.0,93.98,Comprimido,0,Baixo,Alta
Naldecon Noite,24.0,400.0,93.98,Comprimido,0,Baixo,Alta
Nasonex,30.0,50.0,93.98,Suspensão oral,0,Baixo,Baixa
Nasonex,30.0,50.0,93.98,Suspensão nasal,0,Baixo,Baixa
Novalgina Comprimido,10.0,1.0,93.98,Comprimido efervescente,0,Baixo,Baixa
Novalgina Comprimido,4.0,1.0,93.98,Comprimido,0,Baixo,Baixa
Novalgina Comprimido,10.0,1.0,93.98,Comprimido,0,Baixo,Baixa
Novalgina Comprimido,30.0,500.0,93.98,Comprimido,0,Baixo,Alta
Novalgina Comprimido,4.0,500.0,93.98,Comprimido,0,Baixo,Alta
Novalgina Comprimido,10.0,500.0,93.98,Comprimido,0,Baixo,Alta
Novalgina Comprimido,2.0,1.0,93.98,Comprimido efervescente,0,Baixo,Baixa
Novalgina Comprimido,20.0,1.0,93.98,Comprimido,0,Baixo,Baixa
Naropin,30.0,10.0,93.98,Solução injetável,0,Baixo,Baixa
Naropin,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Naropin,30.0,10.0,93.98,Solução injetável,0,Baixo,Baixa
Naropin,30.0,7.5,93.98,Solução injetável,0,Baixo,Baixa
Nitrencord,30.0,10.0,93.98,Comprimido revestido,0,Baixo,Baixa
Nitrencord,30.0,20.0,93.98,Comprimido revestido,0,Baixo,Baixa
Naldecon Dia,4.0,800.0,93.98,Comprimido,0,Baixo,Alta
Naldecon Dia,24.0,400.0,93.98,Comprimido,0,Baixo,Alta
Neosaldina,40.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,10.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,20.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,30.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,80.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,6.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,30.0,30.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neosaldina,20.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,30.0,50.0,93.98,Solução oral (gotas),0,Baixo,Baixa
Neosaldina,4.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,1.0,30.0,93.98,Drágea,0,Baixo,Baixa
Neosaldina,30.0,50.0,93.98,Solução oral (gotas),0,Baixo,Baixa
Neosaldina,20.0,30.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neosaldina,100.0,30.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neosaldina,4.0,30.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neosaldina,10.0,30.0,93.98,Comprimido revestido,0,Baixo,Baixa
Neosaldina,10.0,30.0,93.98,Drágea,0,Baixo,Baixa
Nitroderm TTS,10.0,5.0,93.98,Adesivo transdérmico,0,Baixo,Baixa
Nitroderm TTS,10.0,10.0,93.98,Adesivo transdérmico,0,Baixo,Baixa
Nootropil,30.0,800.0,93.98,Comprimido revestido,0,Baixo,Alta
Nootropil,30.0,200.0,93.98,Solução injetável,0,Baixo,Média
Nuvaring,3.0,11.7,93.98,Anel ginecológico,0,Baixo,Baixa
Nuvaring,1.0,11.7,93.98,Anel ginecológico,0,Baixo,Baixa
Nuvaring,3.0,11.7,93.98,Anel ginecológico,0,Baixo,Baixa
Nuvaring,1.0,11.7,93.98,Anel ginecológico,0,Baixo,Baixa
Nuvaring,1.0,11.7,93.98,Anel ginecológico,0,Baixo,Baixa
Nimbium,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nimbium,30.0,5.0,93.98,Solução injetável,0,Baixo,Baixa
Nimbium,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Neotigason,100.0,10.0,93.98,Cápsula gelatinosa dura,0,Baixo,Baixa
Neotigason,30.0,10.0,93.98,Cápsula gelatinosa dura,0,Baixo,Baixa
Neotigason,30.0,25.0,93.98,Cápsula gelatinosa dura,0,Baixo,Baixa
Neotigason,100.0,25.0,93.98,Cápsula gelatinosa dura,0,Baixo,Baixa
Neotigason,100.0,10.0,93.98,Cápsula dura,0,Baixo,Baixa
Neotigason,30.0,10.0,93.98,Cápsula dura,0,Baixo,Baixa
Neotigason,30.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Neotigason,100.0,25.0,93.98,Cápsula dura,0,Baixo,Baixa
Nenê Dent N,30.0,150.0,93.98,Solução bucal,0,Baixo,Média
Nenê Dent N,30.0,150.0,93.98,Gel,0,Baixo,Média
Naranety,12.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naranety,4.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naranety,2.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naranety,6.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naranety,10.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naranety,20.0,2.5,93.98,Comprimido revestido,0,Baixo,Baixa
Naridrin,30.0,5.0,93.98,Solução nasal,0,Baixo,Baixa
Naridrin,30.0,5.0,93.98,Solução nasal,0,Baixo,Baixa
Naridrin,30.0,5.0,93.98,Solução nasal,0,Baixo,Baixa
Narix,30.0,0.1,93.98,Solução nasal,0,Baixo,Baixa
Narix,30.0,0.5,10.88,Solução nasal,0,Baixo,Baixa
Narix,30.0,0.5,9.9,Solução nasal,0,Baixo,Baixa
Nasoclean,30.0,9.0,93.98,Solução nasal,0,Baixo,Baixa
Nasoclean,30.0,9.0,93.98,Solução nasal,0,Baixo,Baixa
Nasoclean,30.0,9.0,93.98,Solução nasal,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebaciderme,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Naturetti,30.0,28.9,93.98,Geleia,0,Baixo,Baixa
Naturetti,30.0,28.9,93.98,Geleia,0,Baixo,Baixa
Naturetti,16.0,28.9,93.98,Cápsula dura,0,Baixo,Baixa
Naprix,30.0,5.0,93.98,Comprimido,0,Baixo,Baixa
Naprix,30.0,2.5,93.98,Comprimido,0,Baixo,Baixa
Naprix,30.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Naprix,30.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Naprix,20.0,5.0,93.98,Comprimido,0,Baixo,Baixa
Naprix,30.0,10.0,93.98,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix,90.0,2.5,93.98,Comprimido,0,Baixo,Baixa
Naprix,90.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Naprix,90.0,5.0,93.98,Comprimido,0,Baixo,Baixa
Naprix A,30.0,5.0,77.28,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,30.0,10.0,77.28,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,30.0,10.0,77.28,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,30.0,2.5,77.28,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,10.0,5.0,25.75,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,10.0,10.0,25.75,Cápsula gelatinosa dura,0,Baixo,Baixa
Naprix A,10.0,10.0,25.75,Cápsula gelatinosa dura,0,Baixo,Baixa
Nasofar AD,30.0,9.0,93.98,Solução nasal,0,Baixo,Baixa
Nasofar AD,30.0,30.0,93.98,Solução nasal,0,Baixo,Baixa
Nebacimed,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebacimed,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Neoceflex,30.0,50.0,93.98,Pó para suspensão oral,0,Baixo,Baixa
Neoceflex,30.0,250.0,93.98,Pó para suspensão oral,0,Baixo,Alta
Neoceflex,30.0,25.0,93.98,Pó para suspensão oral,0,Baixo,Baixa
Neoceflex,500.0,500.0,93.98,Comprimido,0,Baixo,Alta
Neo Fenicol,20.0,500.0,93.98,Drágea,0,Baixo,Alta
Neo Fenicol,30.0,4.0,93.98,Solução oftálmica (colírio),0,Baixo,Baixa
Neo Mistatin,30.0,25000.0,93.98,Creme ginecológico,0,Baixo,Alta
Neo Mistatin,30.0,25000.0,93.98,Creme ginecológico,0,Baixo,Alta
Neo Mistatin,30.0,100000.0,93.98,Suspensão oral,0,Baixo,Alta
Neo Mistatin,30.0,25000.0,93.98,Creme ginecológico,0,Baixo,Alta
Naprosyn,15.0,250.0,93.98,Comprimido,0,Baixo,Alta
Naprosyn,20.0,500.0,93.98,Comprimido,0,Baixo,Alta
Naprosyn,10.0,500.0,17.9,Comprimido,0,Baixo,Alta
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Nausedron Injetável,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Neocaína Sem Vasoconstrictor,30.0,5.0,93.98,Solução injetável,0,Baixo,Baixa
Neocaína Sem Vasoconstrictor,30.0,0.25,93.98,Solução injetável,0,Baixo,Baixa
Neocaína Sem Vasoconstrictor,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Neocaína Sem Vasoconstrictor,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Neocaína Sem Vasoconstrictor,30.0,0.75,93.98,Solução injetável,0,Baixo,Baixa
Neolidona,28.0,50.0,22.78,Comprimido,0,Baixo,Baixa
Neolidona,42.0,25.0,22.06,Comprimido,0,Baixo,Baixa
Neo Hidroclor,30.0,25.0,93.98,Comprimido,0,Baixo,Baixa
Neo Hidroclor,20.0,50.0,93.98,Comprimido,0,Baixo,Baixa
Nasofelin,30.0,0.5,93.98,Solução nasal,0,Baixo,Baixa
Nasofelin,30.0,1.0,93.98,Solução nasal,0,Baixo,Baixa
Nasorub,30.0,28.2,93.98,Unguento,0,Baixo,Baixa
Nasorub,30.0,28.2,93.98,Unguento,0,Baixo,Baixa
Nebactrina,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Nebactrina,30.0,5.0,93.98,Pomada dermatológica,0,Baixo,Baixa
Neo Ampicilin,10.0,500.0,93.98,Comprimido,0,Baixo,Alta
Neo Ampicilin,30.0,50.0,93.98,Pó para suspensão oral,0,Baixo,Baixa
Neocoflan,30.0,11.6,93.98,Gel,0,Baixo,Baixa
Neocoflan,30.0,11.6,93.98,Gel,0,Baixo,Baixa
Neocoflan,30.0,11.6,93.98,Solução dermatológica (spray),0,Baixo,Baixa
Neotiapim,30.0,25.0,65.11,Comprimido revestido,0,Baixo,Baixa
Neotiapim,14.0,25.0,30.35,Comprimido revestido,0,Baixo,Baixa
Neotiapim,30.0,100.0,167.92,Comprimido revestido,0,Médio,Média
Neotiapim,14.0,100.0,78.34,Comprimido revestido,0,Baixo,Média
Neotiapim,30.0,200.0,340.83,Comprimido revestido,0,Médio,Média
Neotiapim,14.0,200.0,229.26,Comprimido revestido,0,Médio,Média
Neo Metrodazol,30.0,125.0,93.98,Creme ginecológico,0,Baixo,Média
Neo Metrodazol,30.0,40.0,93.98,Suspensão oral,0,Baixo,Baixa
Neo Metrodazol,30.0,40.0,93.98,Suspensão oral,0,Baixo,Baixa
Neo Metrodazol,20.0,250.0,93.98,Comprimido,0,Baixo,Alta
Naderm,30.0,0.64,28.72,Creme dermatológico,0,Baixo,Baixa
Naderm,30.0,0.64,14.34,Creme dermatológico,0,Baixo,Baixa
Naderm,30.0,0.64,13.95,Pomada dermatológica,0,Baixo,Baixa
Naderm,30.0,0.64,27.86,Pomada dermatológica,0,Baixo,Baixa
Naramig,4.0,2.5,27.4,Comprimido revestido,0,Baixo,Baixa
Naramig,2.0,2.5,13.7,Comprimido revestido,0,Baixo,Baixa
